date	k	generation_time	prevalence	prevalence_Upper	prevalence_Lower
2022-02-05	0.15	3	1460.366805210418	2239.7270046434955	956.3604186468334
2022-02-06	0.15	3	1428.8962461393073	2134.395148048623	964.2069665453656
2022-02-07	0.15	3	1400.737683641606	2033.8728953421141	974.3570590008063
2022-02-08	0.15	3	1365.9693470916866	1923.7532423185155	979.909374098365
2022-02-09	0.15	3	1334.5058975678764	1818.4322894534619	987.7605778748647
2022-02-10	0.15	3	1305.3478620392577	1716.142266898177	997.3732724904709
2022-02-11	0.15	3	1695.5263537720857	2403.213147918502	1216.9696241751487
2022-02-12	0.15	3	2088.169928885461	3093.552555279546	1438.436980878546
2022-02-13	0.15	3	2495.0192999012156	3805.574154665756	1669.4027943117203
2022-02-14	0.15	3	2894.1264032287563	4506.453300713694	1894.8876505639562
2022-02-15	0.15	3	3310.080004639738	5234.180948399695	2131.1243268703024
2022-02-16	0.15	3	3706.5362150579845	5931.489258020653	2354.622378874373
2022-02-17	0.15	3	4169.907689003248	6736.862743822744	2620.186192824952
2022-02-18	0.15	3	4919.028698767169	8280.33032342157	2915.6561300096346
2022-02-19	0.15	3	5652.384039511496	9801.027771824334	3199.799158917795
2022-02-20	0.15	3	6365.817411547722	11288.191285636056	3472.133186618111
2022-02-21	0.15	3	7079.238548935745	12775.33358501401	3744.460288317513
2022-02-22	0.15	3	7792.659686323768	14262.47588439197	4016.787390016915
2022-02-23	0.15	3	8453.136964225276	15651.588834017763	4262.4180283652995
2022-02-24	0.15	3	9223.850406517186	17244.890327086254	4563.593030649224
2022-02-25	0.15	3	18448.934144365314	45488.62950231156	7304.82406229574
2022-02-26	0.15	3	27922.459435639816	74585.39804981461	10104.562527688737
2022-02-27	0.15	3	37074.73311476931	102891.52082806168	12776.86183151177
2022-02-28	0.15	3	46223.51434179601	131188.3200071472	15447.89640956513
2022-03-01	0.15	3	55374.73104667069	159492.1366054515	18119.72748155171
2022-03-02	0.15	3	66499.34909746013	193539.4823166386	21427.402805473455
2022-03-03	0.15	3	69464.84364414787	197016.23247313438	22984.04678956242
2022-03-04	0.15	3	70735.8082506864	195546.40586216838	23996.408503886236
2022-03-05	0.15	3	71961.51356085279	193940.50446987944	24994.6943775211
2022-03-06	0.15	3	73082.29115916706	192051.52593075833	25956.569184557175
2022-03-07	0.15	3	74253.44308531997	190298.3084343354	26935.94080318412
2022-03-08	0.15	3	75437.15828024498	188576.49568383815	27919.962280193005
2022-03-09	0.15	3	78778.49423834005	192114.87520289826	29718.095456512587
2022-03-10	0.15	3	78163.25360144804	191353.28104914908	29698.669030085326
2022-03-11	0.15	3	78020.03316925674	191759.60342391976	29862.145855182516
2022-03-12	0.15	3	75394.90873135546	186058.60528824633	29073.592143108566
2022-03-13	0.15	3	75095.57291127472	186088.3682239822	29179.372582528405
2022-03-14	0.15	3	74074.54867899609	184337.15759418628	29006.8573796601
2022-03-15	0.15	3	72018.75192560533	179999.69363724548	28425.915818517322
2022-03-16	0.15	3	73806.29590745561	185287.7801065478	29367.62262295676
2022-03-17	0.15	3	74492.87753084506	191688.7962918816	30304.060483264027
2022-03-18	0.15	3	74085.7122942925	195344.17779973746	30805.31961937202
2022-03-19	0.15	3	71072.49054705634	191960.98994424028	30199.269511819235
2022-03-20	0.15	3	74222.06577315468	205284.89373412458	32220.61569269465
2022-03-21	0.15	3	73649.1656980124	208533.9364776515	32657.30869881404
2022-03-22	0.15	3	79606.24098946044	230684.56226283193	36047.96653336815
2022-03-23	0.15	3	79185.0405788561	234779.11528362508	36610.91121468152
2022-03-24	0.15	3	76553.52895036894	222183.36516803512	35305.31190915747
2022-03-25	0.15	3	73922.0173218818	209587.61505244515	33999.71260363343
2022-03-26	0.15	3	71370.69653896052	197213.45046307973	32730.889143152173
2022-03-27	0.15	3	66650.552794723	179002.08346218953	30470.324208842314
2022-03-28	0.15	3	71401.09433710357	185782.2469501346	32531.196862976343
2022-03-29	0.15	3	63395.9708079332	159204.61459008537	28777.31538153727
2022-03-30	0.15	3	62074.5764725956	149769.8373733051	28064.022348293096
2022-03-31	0.15	3	58350.84600010183	141528.5995907149	26367.75309986359
2022-04-01	0.15	3	53461.08732166591	130474.03846867775	24144.320502285067
2022-04-02	0.15	3	48628.43701588283	119559.88635345225	21946.66167434209
2022-04-03	0.15	3	47624.70369934267	118147.01327723116	21475.543882444774
2022-04-04	0.15	3	38965.48131200999	97746.01127087712	17552.253497738435
2022-04-05	0.15	3	35077.726151049144	89247.01861512879	15779.458246271704
2022-04-06	0.15	3	29785.975533204404	77206.65202944558	13374.557555978949
2022-04-07	0.15	3	26344.059854206185	68404.94063217766	11811.720098792744
2022-04-08	0.15	3	22902.144175207963	59603.22923490974	10248.882641606539
2022-04-09	0.15	3	19460.22849620974	50801.51783764182	8686.045184420336
2022-04-10	0.15	3	16018.312817211523	41999.806440373904	7123.207727234131
2022-04-11	0.15	3	13362.016507653889	35271.9057066661	5907.714150604792
2022-04-12	0.15	3	8937.048724267072	23869.080068996318	3911.1301155863907
2022-04-13	0.15	3	5769.998054029845	15806.796443212139	2467.8129347620966
2022-01-06	0.2	2	42.982107337262185	321.12868698023624	8.509346541151194
2022-01-07	0.2	2	45.06692419294024	305.59934102507265	9.043393708869006
2022-01-08	0.2	2	47.25674363247089	291.884809578156	9.59421057022612
2022-01-09	0.2	2	49.65878543083551	280.2173199269715	10.185242253062443
2022-01-10	0.2	2	52.56137466442926	271.6438853732716	10.877887320871137
2022-01-11	0.2	2	55.45371262068274	263.0238392437324	11.568385990536779
2022-01-12	0.2	2	58.35610641598108	254.45719839331386	12.260960177604117
2022-01-13	0.2	2	61.275777954217716	245.96114173019018	12.957183059957725
2022-01-14	0.2	2	73.33878537377387	256.73432815103433	20.532385399066655
2022-01-15	0.2	2	85.37105113429958	267.41122122097704	28.097469989470856
2022-01-16	0.2	2	97.46480021288623	278.28070099272264	35.68279007728451
2022-01-17	0.2	2	109.52809631076708	289.05464926203035	43.2581064298577
2022-01-18	0.2	2	121.56546303577323	299.764559072606	50.822595895895454
2022-01-19	0.2	2	133.68684089675102	310.67699230279067	58.422826560635094
2022-01-20	0.2	2	146.60147749950187	323.32450648995075	66.38418619830802
2022-01-21	0.2	2	317.1516803288086	586.0025776271185	181.37590578219027
2022-01-22	0.2	2	470.61007210770424	809.7199565089376	289.049211384674
2022-01-23	0.2	2	623.9308355681065	1032.8694818590986	396.7481662034131
2022-01-24	0.2	2	772.5129081834996	1248.2329897248792	501.41438260658765
2022-01-25	0.2	2	923.9152332665064	1468.2650892994495	607.8739945044211
2022-01-26	0.2	2	1070.7306043627432	1681.0953951445447	711.2865150379796
2022-01-27	0.2	2	1226.716874163382	1908.3244260456804	820.7912650759921
2022-01-28	0.2	2	1331.3149150789502	2085.8624484625816	876.3430007062519
2022-01-29	0.2	2	1435.9129559945177	2263.400470879483	931.8947363365116
2022-01-30	0.2	2	1543.915523102231	2446.332962437151	989.6287266756929
2022-01-31	0.2	2	1644.2081338753499	2617.042570739096	1042.4270349976598
2022-02-01	0.2	2	1732.1022326481598	2767.882168880611	1087.4967772939556
2022-02-02	0.2	2	1749.9040170157457	2806.1355789557983	1089.1234363044
2022-02-03	0.2	2	1847.4544090593386	2971.8141805137748	1140.8320630695318
2022-02-04	0.2	2	1781.037200099157	2799.660430169497	1132.387514886944
2022-02-05	0.2	2	1742.992138618738	2673.1822086186216	1141.4452077657127
2022-02-06	0.2	2	1705.428938576371	2547.4622539418715	1150.8088624113366
2022-02-07	0.2	2	1672.8337333941192	2428.9567050976684	1163.6278338923237
2022-02-08	0.2	2	1630.3238671335394	2296.0550557778292	1169.5501393364875
2022-02-09	0.2	2	1592.771331412124	2170.3514566958083	1178.9207777990628
2022-02-10	0.2	2	1558.6769166834958	2049.1942530784404	1190.933652520298
2022-02-11	0.2	2	2023.6621866375763	2868.3078638402912	1452.490198840539
2022-02-12	0.2	2	2492.3450816624777	3692.3242641132206	1716.853252688859
2022-02-13	0.2	2	2982.336670540947	4548.863952423899	1995.463991631845
2022-02-14	0.2	2	3460.714857887097	5388.68996072717	2265.853294803423
2022-02-15	0.2	2	3964.3627923584068	6268.788721487534	2552.3703280561654
2022-02-16	0.2	2	4438.764640340617	7103.258475150336	2819.7794248554974
2022-02-17	0.2	2	5013.539383613351	8099.825993084835	3150.2871645745895
2022-02-18	0.2	2	5927.642353015287	9978.156202742188	3513.49175242773
2022-02-19	0.2	2	6818.096818887832	11822.33121560545	3859.705977866087
2022-02-20	0.2	2	7678.668331698227	13616.205326582149	4188.206701492678
2022-02-21	0.2	2	8539.221492536317	15410.047615908197	4516.6970361178965
2022-02-22	0.2	2	9399.774653374408	17203.88990523425	4845.187370743117
2022-02-23	0.2	2	10180.912024982723	18850.688169932055	5133.6330103418095
2022-02-24	0.2	2	11127.403643176647	20803.76924979391	5505.395195843815
2022-02-25	0.2	2	22391.600799718723	55209.86875294141	8865.91621148274
2022-02-26	0.2	2	34028.46028640036	90895.5123145055	12314.198377741383
2022-02-27	0.2	2	45183.44235486449	125395.18722218565	15571.321801645086
2022-02-28	0.2	2	56333.185745174436	159880.87673112348	18826.54813689428
2022-03-01	0.2	2	67486.58235225632	194377.09236888943	22082.96921304329
2022-03-02	0.2	2	81600.08097821038	237488.60167597965	26293.156667095067
2022-03-03	0.2	2	85737.56574873804	243168.93696279233	28368.252477283077
2022-03-04	0.2	2	87333.25560904191	241429.40709841237	29626.924882823372
2022-03-05	0.2	2	88861.05652478752	239485.76506204793	30864.483527330227
2022-03-06	0.2	2	90231.46587275501	237117.5073054353	32047.425571938908
2022-03-07	0.2	2	91677.43671248046	234952.89111286993	33256.6128339339
2022-03-08	0.2	2	93142.25245536403	232835.38203919306	34472.774883501785
2022-03-09	0.2	2	97843.49934300268	238608.16136985226	36910.10448203571
2022-03-10	0.2	2	97182.72010183877	237915.2798268806	36925.2469256789
2022-03-11	0.2	2	97229.9711677259	238974.27307668873	37214.74424660875
2022-03-12	0.2	2	93554.36622504806	230872.28556083058	36076.19576178189
2022-03-13	0.2	2	93367.44420910103	231366.4396520865	36279.14850419572
2022-03-14	0.2	2	92097.98957485716	229189.13339504474	36064.65778317734
2022-03-15	0.2	2	89276.37615894513	223132.44714728565	35237.52752474724
2022-03-16	0.2	2	92219.77384589464	231514.08653889125	36694.36981469046
2022-03-17	0.2	2	93350.49550534408	240214.1615386074	37975.43007739578
2022-03-18	0.2	2	92840.59687488055	244795.7845221067	38603.7222538022
2022-03-19	0.2	2	88421.61347839158	238819.55346057634	37571.050564717436
2022-03-20	0.2	2	93246.8255419044	257903.95986711828	40479.47330827498
2022-03-21	0.2	2	92488.32465355625	261876.0747041241	41010.916289698485
2022-03-22	0.2	2	101524.78681509358	294200.5641036101	45973.30651377406
2022-03-23	0.2	2	100993.83542355236	299440.9443565153	46694.12700798853
2022-03-24	0.2	2	97637.56446151462	283376.12826359086	45028.9452965529
2022-03-25	0.2	2	94281.29349947686	267311.3121706664	43363.763585117274
2022-03-26	0.2	2	91045.30880578792	251578.87436707882	41753.74564124583
2022-03-27	0.2	2	84556.08967012462	227090.632946204	38656.11548663147
2022-03-28	0.2	2	92272.89846438842	240089.68725858204	42040.64171468293
2022-03-29	0.2	2	80856.20965132586	203052.04779896868	36703.03673937476
2022-03-30	0.2	2	79465.11462901247	191728.69105425882	35926.31443635894
2022-03-31	0.2	2	74934.68458440072	181752.30861234915	33861.70719331446
2022-04-01	0.2	2	68655.21223087577	167555.94116126906	31006.35492654646
2022-04-02	0.2	2	62461.40243633006	153570.1872204064	28189.663314231773
2022-04-03	0.2	2	62010.968125648746	153836.35183805044	27962.783255985578
2022-04-04	0.2	2	50077.30020877865	125620.32306049498	22557.644308525858
2022-04-05	0.2	2	45300.8331314663	115257.30830884815	20378.24806092554
2022-04-06	0.2	2	38418.3728688281	99582.23266229893	17250.693655086183
2022-04-07	0.2	2	33978.941305090644	88229.66071221801	15234.923780548474
2022-04-08	0.2	2	29539.509741353184	76877.0887621371	13219.153906010763
2022-04-09	0.2	2	25100.078177615727	65524.516812056165	11203.384031473051
2022-04-10	0.2	2	20660.646613878267	54171.944861975244	9187.61415693534
2022-04-11	0.2	2	17399.644104301693	45930.088907234494	7692.860103232926
2022-04-12	0.2	2	11485.634383981342	30675.84559655079	5026.47036194692
2022-04-13	0.2	2	7458.500333385376	20432.415303695474	3189.980901952075
2022-01-06	0.2	3	28.65473822484146	214.0857913201575	5.672897694100796
2022-01-07	0.2	3	30.044616128626835	203.73289401671514	6.028929139246005
2022-01-08	0.2	3	31.504495754980596	194.58987305210402	6.396140380150747
2022-01-09	0.2	3	33.10585695389034	186.81154661798104	6.790161502041629
2022-01-10	0.2	3	35.04091644295284	181.0959235821811	7.251924880580759
2022-01-11	0.2	3	36.96914174712183	175.3492261624883	7.7122573270245205
2022-01-12	0.2	3	38.90407094398739	169.63813226220927	8.173973451736078
2022-01-13	0.2	3	40.850518636145146	163.97409448679346	8.638122039971817
2022-01-14	0.2	3	48.89252358251592	171.15621876735625	13.688256932711104
2022-01-15	0.2	3	56.914034089533054	178.27414748065138	18.73164665964724
2022-01-16	0.2	3	64.9765334752575	185.5204673284818	23.788526718189676
2022-01-17	0.2	3	73.01873087384473	192.70309950802027	28.838737619905135
2022-01-18	0.2	3	81.04364202384883	199.84303938173736	33.88173059726364
2022-01-19	0.2	3	89.12456059783403	207.11799486852712	38.9485510404234
2022-01-20	0.2	3	97.73431833300126	215.5496709933005	44.25612413220534
2022-01-21	0.2	3	211.43445355253908	390.6683850847457	120.9172705214602
2022-01-22	0.2	3	313.74004807180285	539.8133043392918	192.69947425644932
2022-01-23	0.2	3	415.95389037873775	688.5796545727326	264.49877746894214
2022-01-24	0.2	3	515.0086054556664	832.1553264832529	334.2762550710585
2022-01-25	0.2	3	615.9434888443377	978.8433928662998	405.24932966961416
2022-01-26	0.2	3	713.8204029084956	1120.7302634296966	474.19101002531977
2022-01-27	0.2	3	817.8112494422548	1272.2162840304538	547.1941767173281
2022-01-28	0.2	3	887.5432767193001	1390.5749656417213	584.2286671375014
2022-01-29	0.2	3	957.2753039963452	1508.9336472529887	621.2631575576745
2022-01-30	0.2	3	1029.2770154014875	1630.8886416247674	659.752484450462
2022-01-31	0.2	3	1096.1387559169	1744.6950471593973	694.9513566651066
2022-02-01	0.2	3	1154.7348217654398	1845.254779253741	724.9978515293038
2022-02-02	0.2	3	1166.6026780104971	1870.757052637199	726.0822908696
2022-02-03	0.2	3	1231.6362727062258	1981.2094536758502	760.5547087130213
2022-02-04	0.2	3	1187.3581333994382	1866.440286779665	754.9250099246295
2022-02-05	0.2	3	1161.9947590791587	1782.1214724124145	760.9634718438085
2022-02-06	0.2	3	1136.9526257175808	1698.3081692945811	767.2059082742245
2022-02-07	0.2	3	1115.222488929413	1619.3044700651126	775.7518892615492
2022-02-08	0.2	3	1086.8825780890263	1530.703370518553	779.7000928909918
2022-02-09	0.2	3	1061.8475542747494	1446.9009711305391	785.9471851993752
2022-02-10	0.2	3	1039.117944455664	1366.1295020522937	793.9557683468655
2022-02-11	0.2	3	1349.108124425051	1912.2052425601942	968.3267992270262
2022-02-12	0.2	3	1661.5633877749851	2461.5495094088137	1144.568835125906
2022-02-13	0.2	3	1988.2244470272983	3032.575968282599	1330.3093277545634
2022-02-14	0.2	3	2307.143238591398	3592.4599738181137	1510.568863202282
2022-02-15	0.2	3	2642.9085282389383	4179.192480991689	1701.5802187041106
2022-02-16	0.2	3	2959.176426893745	4735.505650100225	1879.8529499036651
2022-02-17	0.2	3	3342.359589075568	5399.8839953898905	2100.1914430497263
2022-02-18	0.2	3	3951.7615686768586	6652.1041351614595	2342.32783495182
2022-02-19	0.2	3	4545.397879258556	7881.554143736968	2573.1373185773914
2022-02-20	0.2	3	5119.112221132152	9077.470217721433	2792.1378009951186
2022-02-21	0.2	3	5692.8143283575455	10273.365077272132	3011.1313574119317
2022-02-22	0.2	3	6266.51643558294	11469.259936822835	3230.124913828745
2022-02-23	0.2	3	6787.274683321815	12567.12544662137	3422.42200689454
2022-02-24	0.2	3	7418.269095451099	13869.179499862608	3670.2634638958766
2022-02-25	0.2	3	14927.73386647915	36806.579168627606	5910.61080765516
2022-02-26	0.2	3	22685.640190933573	60597.00820967034	8209.465585160922
2022-02-27	0.2	3	30122.294903242997	83596.7914814571	10380.881201096725
2022-02-28	0.2	3	37555.457163449624	106587.25115408233	12551.032091262854
2022-03-01	0.2	3	44991.05490150421	129584.7282459263	14721.979475362194
2022-03-02	0.2	3	54400.05398547358	158325.73445065314	17528.771111396713
2022-03-03	0.2	3	57158.37716582537	162112.62464186156	18912.16831818872
2022-03-04	0.2	3	58222.170406027944	160952.93806560826	19751.283255215585
2022-03-05	0.2	3	59240.70434985836	159657.17670803197	20576.32235155349
2022-03-06	0.2	3	60154.31058183668	158078.33820362357	21364.95038129261
2022-03-07	0.2	3	61118.291141653644	156635.2607419133	22171.0752226226
2022-03-08	0.2	3	62094.83497024269	155223.58802612874	22981.849922334524
2022-03-09	0.2	3	65228.999562001794	159072.10757990152	24606.736321357144
2022-03-10	0.2	3	64788.48006789252	158610.18655125375	24616.831283785934
2022-03-11	0.2	3	64819.98077848394	159316.18205112583	24809.829497739174
2022-03-12	0.2	3	62369.57748336538	153914.85704055373	24050.797174521264
2022-03-13	0.2	3	62244.96280606736	154244.29310139103	24186.09900279715
2022-03-14	0.2	3	61398.65971657144	152792.75559669652	24043.10518878489
2022-03-15	0.2	3	59517.584105963426	148754.96476485714	23491.68501649816
2022-03-16	0.2	3	61479.84923059643	154342.72435926084	24462.91320979364
2022-03-17	0.2	3	62233.66367022939	160142.77435907163	25316.953384930523
2022-03-18	0.2	3	61893.73124992037	163197.18968140447	25735.814835868136
2022-03-19	0.2	3	58947.742318927725	159213.03564038425	25047.36704314496
2022-03-20	0.2	3	62164.550361269605	171935.97324474555	26986.315538849987
2022-03-21	0.2	3	61658.88310237084	174584.04980274942	27340.61085979899
2022-03-22	0.2	3	67683.1912100624	196133.7094024068	30648.871009182712
2022-03-23	0.2	3	67329.22361570159	199627.29623767687	31129.418005325686
2022-03-24	0.2	3	65091.709641009744	188917.41884239393	30019.296864368604
2022-03-25	0.2	3	62854.19566631791	178207.54144711097	28909.175723411518
2022-03-26	0.2	3	60696.87253719196	167719.24957805255	27835.83042749722
2022-03-27	0.2	3	56370.72644674976	151393.75529746932	25770.743657754316
2022-03-28	0.2	3	61515.265642925624	160059.79150572137	28027.09447645529
2022-03-29	0.2	3	53904.13976755058	135368.03186597914	24468.691159583177
2022-03-30	0.2	3	52976.74308600832	127819.12736950589	23950.876290905962
2022-03-31	0.2	3	49956.456389600484	121168.20574156613	22574.471462209644
2022-04-01	0.2	3	45770.14148725052	111703.96077417939	20670.90328436431
2022-04-02	0.2	3	41640.93495755338	102380.12481360429	18793.108876154518
2022-04-03	0.2	3	41340.64541709917	102557.56789203364	18641.855503990388
2022-04-04	0.2	3	33384.86680585244	83746.88204032999	15038.42953901724
2022-04-05	0.2	3	30200.555420977536	76838.2055392321	13585.498707283694
2022-04-06	0.2	3	25612.248579218736	66388.1551081993	11500.462436724123
2022-04-07	0.2	3	22652.627536727097	58819.77380814535	10156.615853698984
2022-04-08	0.2	3	19693.00649423546	51251.3925080914	8812.769270673842
2022-04-09	0.2	3	16733.38545174382	43683.011208037446	7468.922687648701
2022-04-10	0.2	3	13773.76440925218	36114.6299079835	6125.07610462356
2022-04-11	0.2	3	11599.76273620113	30620.059271489667	5128.573402155284
2022-04-12	0.2	3	7657.089589320895	20450.56373103386	3350.9802412979475
2022-04-13	0.2	3	4972.33355559025	13621.610202463651	2126.6539346347167
